instance,method,parameter,value,run,seed,makespan,decode_calls,time,optimum
la03,annealing,T0,100,2,2007,606,200000,2.905456370000138,597
la03,annealing,T0,100,3,3007,604,200000,2.9570469670006787,597
la03,annealing,T0,100,4,4007,604,200000,2.8836097530002007,597
la03,annealing,T0,100,5,5007,604,200000,2.9131173309997394,597
la03,annealing,T0,100,6,6007,597,200000,2.8996826200000214,597
la03,annealing,T0,100,7,7007,597,200000,2.8606030540004213,597
la03,annealing,T0,100,8,8007,597,200000,2.840388439999515,597
la03,annealing,T0,100,9,9007,597,200000,2.8750731170002837,597
la03,vns,kmax,2,0,7,623,200000,2.689773244999742,597
la03,vns,kmax,2,1,1007,597,200000,2.6806844489992727,597
la03,vns,kmax,2,2,2007,617,200000,2.6286600210005417,597
la03,vns,kmax,2,3,3007,604,200000,2.6310170650003784,597
la03,vns,kmax,2,4,4007,617,200000,2.666566323000552,597
la03,vns,kmax,2,5,5007,606,200000,2.5942832070004442,597
la03,vns,kmax,2,6,6007,619,200000,2.6410264769992864,597
la03,vns,kmax,2,7,7007,604,200000,2.5977286469997125,597
la03,vns,kmax,2,8,8007,617,200000,2.5974200190003103,597
la03,vns,kmax,2,9,9007,603,200000,2.5354269350000322,597
la03,vns,kmax,5,0,7,617,200000,2.64365019700017,597
la03,vns,kmax,5,1,1007,604,200000,2.584972574999483,597
la03,vns,kmax,5,2,2007,604,200000,2.5834518219999154,597
la03,vns,kmax,5,3,3007,604,200000,2.5363640659998055,597
la03,vns,kmax,5,4,4007,603,200000,2.5447991080000065,597
la03,vns,kmax,5,5,5007,603,200000,2.6141992550001305,597
la03,vns,kmax,5,6,6007,597,200000,2.5749410839998745,597
la03,vns,kmax,5,7,7007,604,200000,2.557273553000414,597
la03,vns,kmax,5,8,8007,617,200000,2.5795223420000184,597
la03,vns,kmax,5,9,9007,606,200000,2.522551795000254,597
la03,vns,kmax,10,0,7,603,200000,2.563723767999363,597
la03,vns,kmax,10,1,1007,604,200000,2.4977885590005826,597
la03,vns,kmax,10,2,2007,604,200000,2.6042646189998777,597
la03,vns,kmax,10,3,3007,604,200000,2.5144268750000265,597
la03,vns,kmax,10,4,4007,617,200000,2.5496828670002287,597
la03,vns,kmax,10,5,5007,603,200000,2.513166808999813,597
la03,vns,kmax,10,6,6007,597,200000,2.550203906999741,597
la03,vns,kmax,10,7,7007,613,200000,2.5406287569994674,597
la03,vns,kmax,10,8,8007,617,200000,2.528985551000005,597
la03,vns,kmax,10,9,9007,604,200000,2.524663153999427,597
la03,vns,kmax,20,0,7,611,200000,2.526758039000015,597
la03,vns,kmax,20,1,1007,604,200000,2.52115091900032,597
la03,vns,kmax,20,2,2007,604,200000,2.4931890699999713,597
la03,vns,kmax,20,3,3007,604,200000,2.5262178610000774,597
la03,vns,kmax,20,4,4007,619,200000,2.552673899999718,597
la03,vns,kmax,20,5,5007,606,200000,2.5341504190000705,597
la03,vns,kmax,20,6,6007,606,200000,2.5389581700001145,597
la03,vns,kmax,20,7,7007,613,200000,2.592873294999663,597
la03,vns,kmax,20,8,8007,617,200000,2.492600499999753,597
la03,vns,kmax,20,9,9007,613,200000,2.558117343000049,597
la03,ga,population_size,20,0,7,618,200001,6.852516096999352,597
la03,ga,population_size,20,1,1007,627,200001,6.746853259999625,597
la03,ga,population_size,20,2,2007,621,200001,6.802424507000069,597
la03,ga,population_size,20,3,3007,617,200001,6.691326187999948,597
la03,ga,population_size,20,4,4007,632,200001,6.787341023000408,597
la03,ga,population_size,20,5,5007,623,200001,6.8054238909999185,597
la03,ga,population_size,20,6,6007,641,200001,6.781554117999804,597
la03,ga,population_size,20,7,7007,621,200001,6.669550664999406,597
la03,ga,population_size,20,8,8007,619,200001,6.7124760869992315,597
la03,ga,population_size,20,9,9007,641,200001,6.661248549999982,597
la03,ga,population_size,50,0,7,627,200001,7.1026976039993315,597
la03,ga,population_size,50,1,1007,626,200001,7.188109684000665,597
la03,ga,population_size,50,2,2007,630,200001,7.1110329940001975,597
la03,ga,population_size,50,3,3007,632,200001,7.186741604000417,597
la03,ga,population_size,50,4,4007,617,200001,7.217957007000223,597
la03,ga,population_size,50,5,5007,639,200001,7.190264390000266,597
la03,ga,population_size,50,6,6007,617,200001,7.094451038999978,597
la03,ga,population_size,50,7,7007,617,200001,7.152832302000206,597
la03,ga,population_size,50,8,8007,622,200001,7.017056349000086,597
la03,ga,population_size,50,9,9007,627,200001,7.111796733000119,597
la03,ga,population_size,100,0,7,606,200021,7.7792075759998625,597
la03,ga,population_size,100,1,1007,615,200021,7.725186515000132,597
la03,ga,population_size,100,2,2007,625,200021,7.732044458999553,597
la03,ga,population_size,100,3,3007,606,200021,7.820365401999879,597
la03,ga,population_size,100,4,4007,634,200021,7.84297489599976,597
la03,ga,population_size,100,5,5007,619,200021,8.414719462999528,597
la03,ga,population_size,100,6,6007,638,200021,8.07249167200007,597
la03,ga,population_size,100,7,7007,617,200021,9.277374474999306,597
la03,ga,population_size,100,8,8007,630,200021,9.300934082999447,597
la03,ga,population_size,100,9,9007,633,200021,9.433892353999909,597
la03,ga,population_size,200,0,7,623,200121,11.793066581999483,597
la03,ga,population_size,200,1,1007,620,200121,11.48585265300062,597
la03,ga,population_size,200,2,2007,619,200121,10.662637082999936,597
la03,ga,population_size,200,3,3007,645,200121,10.932329780000146,597
la03,ga,population_size,200,4,4007,617,200121,11.005722914000216,597
la03,ga,population_size,200,5,5007,620,200121,11.390288057999896,597
la03,ga,population_size,200,6,6007,623,200121,11.137471572999857,597
la03,ga,population_size,200,7,7007,605,200121,10.964646974999596,597
la03,ga,population_size,200,8,8007,604,200121,11.294523306999508,597
la03,ga,population_size,200,9,9007,623,200121,11.363104238000233,597
la03,ga,p,0.1,0,7,619,200001,8.511929235000025,597
la03,ga,p,0.1,1,1007,619,200001,8.636275934999503,597
la03,ga,p,0.1,2,2007,618,200001,8.512398250999468,597
la03,ga,p,0.1,3,3007,619,200001,8.548877307999646,597
la03,ga,p,0.1,4,4007,624,200001,8.657000510999751,597
la03,ga,p,0.1,5,5007,625,200001,8.900626867000028,597
la03,ga,p,0.1,6,6007,617,200001,9.02589740500025,597
la03,ga,p,0.1,7,7007,635,200001,7.991783266000311,597
la03,ga,p,0.1,8,8007,628,200001,7.706295312999828,597
la03,ga,p,0.1,9,9007,627,200001,7.450948411999889,597
la03,ga,p,0.3,0,7,627,200001,7.8133056140004555,597
la03,ga,p,0.3,1,1007,626,200001,7.412936323999929,597
la03,ga,p,0.3,2,2007,630,200001,7.438995005999459,597
la03,ga,p,0.3,3,3007,632,200001,7.682232363999901,597
la03,ga,p,0.3,4,4007,617,200001,9.746153741999478,597
la03,ga,p,0.3,5,5007,639,200001,9.894078778000221,597
